#	N Mean
1	1.5205631514641289e+00
2	1.8314878045727911e-01
3	1.3492976712758176e+00
4	1.3953201004282199e+00
5	1.7349420738103527e+00
6	-4.0734589211984806e-01
7	5.6682671446670607e-03
8	1.3046887844357120e+00
9	-1.6667586759043651e-01
10	6.6190986738629132e-01
11	4.3219115558648058e-01
12	8.8661277428577323e-01
13	9.4353418375530129e-02
14	5.4020273058684642e-01
15	1.8566891755241381e+00
16	1.7485852040111016e+00
17	9.0713518387970282e-01
18	1.1518907882980494e+00
19	-5.7519233393258995e-01
20	8.2090662877117593e-01
21	-9.5109828512701133e-01
22	-2.7133968811078901e-01
23	-5.8830526964194396e-01
24	1.4125302626809715e+00
25	-5.2996273223774626e-01
26	2.0283318273855033e-01
27	-6.1062865965563273e-01
28	-6.7357359392269212e-01
29	1.9967735540106766e+00
30	-3.4522928406727926e-01
31	5.3879718321319547e-01
32	1.5173367040778216e+00
33	8.3791949778698349e-01
34	-1.1190514690797104e-01
35	9.1265680310905761e-01
36	5.7286157020035278e-01
37	4.8074896097218112e-01
38	1.9183250716507088e+00
39	-1.2244964676091907e-01
40	1.3140730933817442e+00
41	5.8023493764001666e-01
42	1.3097415088255615e+00
43	2.0068586627053353e-01
44	1.6745883560155468e+00
45	-1.5005576198457549e-01
46	5.7375041794672343e-02
47	1.4231735600266484e+00
48	1.7570794218951273e+00
49	-7.9073417130426227e-01
50	1.8479812260940580e+00
51	5.7798605066630326e-01
52	-7.4183245643127349e-01
53	-4.2335846201673100e-01
54	9.8968078102435930e-01
55	1.6706978076466816e+00
56	4.6678805745522745e-02
57	-8.0748603763407378e-01
58	-9.3993085340593507e-01
59	3.7310521182283063e-01
60	-8.1071248502038074e-01
61	-2.8516013747321445e-01
62	1.9119023950360265e+00
63	1.7066242204544251e+00
64	1.5527593603137690e+00
65	-2.0000275187194472e-01
66	6.1928102216649838e-01
67	1.2562092911713796e-01
68	1.2807462091002364e+00
69	5.3760609242022328e-01
70	1.0031712823562189e+00
71	5.9481930248198056e-01
72	-8.8215896993976051e-01
73	3.1291278978479697e-01
74	1.7955051687525145e+00
75	1.7924293860757863e+00
76	1.1628570291972053e+00
77	-1.4711979084979721e-01
78	1.2156029447054504e+00
79	9.1993644969534927e-01
80	6.2146039242924278e-02
81	1.0635841707995088e+00
82	-5.0207750103533155e-01
83	3.2031358281165057e-01
84	1.6402257087827783e+00
85	1.4876032799890275e+00
86	-8.9886109386518864e-03
87	-3.1309548686868305e-01
88	1.6801172437519383e+00
89	5.1080535655413151e-02
90	1.0600097249541474e+00
91	1.8694047587315579e+00
92	7.6592039957918256e-01
93	9.7191211859319004e-01
94	1.5760289777889982e+00
95	3.1867975849596775e-01
96	1.7719093667212453e+00
97	1.9530999995549658e-01
98	1.4443006890100896e+00
99	1.0526555758214813e+00
100	1.7329160923757199e+00
101	4.4747196996932459e-01
102	-3.5252512309352180e-01
103	1.8507571224359598e+00
104	1.7603847611511059e+00
105	-5.5701995573799135e-01
106	1.6431865085117461e+00
107	9.2324178895132691e-01
108	2.9586025480919531e-01
109	8.5878945182021216e-01
110	-1.5682176275030812e-01
111	1.3580062940521196e+00
112	-7.7626378777262861e-02
113	3.4110073761134441e-01
114	-3.2168012453321371e-01
115	-4.3740067139146888e-01
116	-1.7129598379661148e-01
117	6.6933126592511805e-01
118	2.4950384173984830e-01
119	-4.9117874144165707e-01
120	1.7204118015805316e+00
121	-6.9048643470298798e-01
122	-6.2177398271009987e-01
123	4.8633219976272990e-01
124	1.2814256852871857e+00
125	1.9542549950788985e+00
126	1.8050119596556820e+00
127	1.0533350506114472e+00
128	1.4956499363741127e-01
129	1.2493126472687872e+00
